,title,category
40,이란 전쟁에 아프리카 '긴장'…지부티 미군 기지 표적 가능성,World
41,미국 석유 금수에…쿠바에서 ‘카스트로 가문’이 부활했다,World
42,"""이란 정권 전복"" 미국·이스라엘 극비 작전… 수포로 돌아간 이유?",World
43,[월드 이슈] 중동 사태 한 달…미국·이란 협상 전망은?,World
44,"美 국방장관 “이란전쟁, 예수 이름으로” 논란",World
45,美 ‘하늘의 눈’ 멀게 한 이란... 러시아가 도와줬나,World
46,"협상 타결될라…이스라엘, 이란·레바논 '파상공격'",World
47,"트럼프 보란 듯…중국, AI 함정·차세대 드론 등 과시",World
48,"WSJ “트럼프, 이란 우라늄 반출 군사작전도 검토”",World
49,"""美현대전서 가장 위험한 작전""…트럼프, 이란 우라늄 탈취 검토",World
50,‘산유국’ 이집트도 상점 밤 9시 영업 제한 조치… 글로벌 에너지 양극화 심화,World
51,이란 전쟁에 아프리카도 긴장…지부티 미군 기지 표적 가능성,World
52,“호르무즈 자유롭게 통항”…전쟁서 두들겨 맞고 있지만 이란이 승자,World
53,"“필터 아닙니다”…핏빛으로 물든 호주, 왜?",World
54,"트럼프, 이란 정권 교체 달성... 곧 협상 합의 기대",World
55,"트럼프 ""하르그섬 아주 쉽게 점령""…이란 석유 확보 야욕 드러내",World
56,이란 강경파서 NPT 탈퇴 주장…핵개발 본격화되나,World
57,“월남전 참전용사 홀대 받았다”는 트럼프 [김태훈의 의미 또는 재미],World
58,한국 위성도 함께 간다!...반세기 만의 '유인 달 탐사' 카운트다운 [이 장면],World
59,[뉴스특보] 협상·지상전 기로 속…후티 참전에 긴장 고조,World
60,"파키스탄 ""며칠 내 평화회담""...미사일 공습에 이란 정전",World
61,[이슈톺] 트럼프가 공개한 편지 한 장...군사작전 위한 명분 쌓기?,World
62,"미, 러 유조선 쿠바행 용인…트럼프 ""생존해야 하니 상관없어""",World
63,"트럼프 ""정보수장, 이란 핵 문제에 나보다 온건""…이견 시사",World
64,"이스라엘, 예루살렘 미사 금지했다가 논란 일자 급히 시정",World
65,“미군 5만으로 이란 점령? 어림도 없다”…美 내부서도 코웃음 나오는 진짜 이유 [핫이슈],World
66,"트럼프 ""이란 석유 갖고 싶다""…이란, 어린이까지 지상戰 동원?",World
67,‘행적묘연’ 이란 최고지도자 모즈타바 세번째 메시지 “이라크에 감사”,World
68,이제 ‘이 돈’에 투자해야 하나…“5년내 달러 천하 종료” 하버드 석학 경고 나왔다,World
69,예멘 후티 참전 현실화…홍해 공급망까지 흔드나,World
70,파키스탄 “조만간 미·이 회담 열 것”···중재국들 호르무즈 해협 ‘통행세 징수’ 제안,World
71,이란 공습에 파손된 '하늘의 눈'...미국의 굴욕? [앵커리포트],World
72,"美 지상전, 호르무즈 주변 7개 거점 때리고 핵물질 탈취 노릴 듯",World
73,"""미국 '하늘의 눈' 파괴는..."" 우크라 젤렌스키가 지목한 배후 [지금이뉴스]",World
74,이란 호르무즈 해협 봉쇄 유일 수혜자 이란…조력자는 중국,World
75,인도 LPG선 2척 또 호르무즈 해협 통과,World
76,"""미 지상군 도착하면 불태운다""…이란, 항전 의지",World
77,"""美, 이란 공격에 미검증 신형 미사일 사용…체육관·학교 타격""",World
78,연료 사재기 대란 속…인도 LPG선 2척 또 호르무즈 해협 통과,World
79,"""사우디 원유, 호르무즈 통과 후 파키스탄으로""",World
80,"英 이코노미스트 ""전장서 두들겨 맞은 이란, '에너지 전쟁'은 승자""",World
81,"와인수입 막은 대통령, 알고보니 포도밭 주인…발칵 뒤집힌 스위스",World
82,'예수 이름으로' 전쟁 임하겠다는 美 국방장관,World
83,"후티 막던 핵항모, 체면 구겼다...화장실 고장·세탁실 화재 '전열 이탈'",World
84,"5차 중동 전쟁이라는 착각, 어떤 오해를 키웠나",World
85,"쿠바 인도주의적 위기에...美, 처음으로 유조선 진입 허용",World
86,"이란전 한달, 美 증시 향한 상반된 시선…""불확실성 커졌다"" vs ""美, 버틸 수 있다""",World
87,인도 LPG선 2척 또 호르무즈 해협 통과,World
88,[자막뉴스] 겉으로는 엇박자...'이란전' 트럼프식 벼랑 끝 전술,World
89,"하르그섬 점령 얘기하던 트럼프 ""이란과 협상 극도로 순조로워"" [HK영상]",World
90,"‘하늘의 눈’ 파괴 배후는 러시아?…젤렌스키 “러, 이란에 위성사진 제공”",World
91,"“美지상군, ‘여기’부터 쳐들어가야”…호르무즈 7개섬 ‘아치형 방어선’ 겨누나 [배틀라인]",World
92,"[자막뉴스] ""우크라 전 영토가 공격 대상""…종전 급한데 참전국 들불처럼 확산",World
93,美4500억짜리 조기경보기 파괴 배후? “러가 위성사진 제공” 우크라 주장,World
94,"미군 5만명, 이란과 전면전?…""호르무즈 서쪽 3개섬 주목""",World
95,중동戰 직격탄…日증시·엔화·국채값 '트리플 약세',World
96,"피아식별 못 하는 이스라엘, 이젠 유엔군에 포격 ‘쾅쾅’…트럼프 반응은? [핫이슈]",World
97,세계적 경제학자 “5년내 中위안화 기축통화 가능성”,World
98,[자막뉴스] 심상치 않은 후티 반군 움직임...홍해 다시 '위기',World
99,[뉴스특보] 중동 전쟁 한달…'종전'·'확전' 분수령,World
100,트럼프·밴스 '조기종전' 시사…'평화 편지' 공개도,World
101,"'천연 성벽' 이란 산맥…""미군 5만명 집결에도 지상전 못 이겨""",World
102,"“사람은 살아야지”…트럼프, 쿠바행 러 유조선 용인",World
103,[줌인] 무너질 듯 버틴다… 美 압박 속 다시 등장한 ‘카스트로 가문’,World
104,'협상' 언급 속 군사력 증강...'강제 종전' 수순 밟나,World
105,"베네수 이어 러 동맹 또 쓰러질라…푸틴, 이란 발벗고 돕는 이유",World
106,프랑스·이탈리아·스페인도 국채 금리 급등,World
107,이란 ‘NPT 탈퇴 검토’…미국 ‘하르그섬 점령’ 만지작,World
108,"美 전역 8백만이 외쳤다‥""반 트럼프·반 전쟁""",World
109,"말로 안되면 군사 탈취…트럼프, 이란 우라늄 투트랙 압박",World
110,"""꽤 조기에 합의할 것""…""호르무즈 '7개 섬' 공격 가능성""",World
111,트럼프 “내일 20척 호르무즈 통과”…지상군은 집결 중,World
112,개전 한달째 포화…이란 'NPT 탈퇴검토'에 美 '하르그섬 점령' 만지작,World
113,"""이란 석유 갖고 싶어‥하르그 섬 점령할 수도""",World
114,"[영상] 20조짜리 美핵항모, 전선서 후퇴…세탁실 화재 수리차 지중해로",World
115,日 이지스함에 '토마호크' 장착…새 중·일 갈등 불씨되나,World
116,중국에서 갑자기 ‘딥시크 붕괴‘가 키워드로…무슨 일?,World
117,"""공습 당해도 마트 안비었다""…이란 40년 쌓은 '생존 본능' 정체",World
118,“협상 극도로 잘돼”…이란 내분 키우려는 트럼프식 화법,World
119,"미군 5만명 중동 배치, 이란 “미 항모 오면 타격”… 호르무즈 전운 고조",World
120,"호르무즈 봉쇄 속 '이례적 통과'…사우디 원유 실은 유조선, 파키스탄행",World
121,"""트럼프, '미군 수일간 이란내 투입'…우라늄 확보작전 여전히 검토""",World
122,러-우 하루 수백대 드론전… 주변국은 ‘영공 비상’,World
123,일단 에너지 전쟁은 이란이 승자…석유 판매 수익 2배로,World
124,‘MAGA들도 우려한다’…“지상공격은 신중히 결정해야” 이란전에 신중론 고개,World
125,확전 우려에 유가 급등…브렌트유 115달러 돌파,World
126,트럼프 “하르그섬 점령 검토”,World
127,"""트럼프, 이란에 우라늄 포기 압박하면서 무력탈취 작전도 검토""",World
128,"中환구시보 “이란戰 한 달, 통제불능 전 휴전 압박해야”",World
129,트럼프 입 열기 직전 ‘7560억 베팅’…“누가 미리 알았나” 美 발칵 [핫이슈],World
130,"이란 강경발언 나오는데…트럼프 “협상, 타결 임박…유조선 20척 호르무즈 통과 허용”",World
131,"이란군 겨냥 ""악한 영혼에 저주를""…美국방, '십자군식' 군 개혁 박차",World
132,러시아가 이란에 좌표 줬나…美 ‘하늘의 눈’ 파괴 배후?,World
133,일본 중유값 ‘40% 상승’에 목욕탕 망할라…문 앞에 “물 아껴 쓰세요”,World
134,"대만 학자 ""美의 이란 공격, 장기적으로 대만에 도움"" 주장",World
135,“후티發 홍해까지 막히면 유가 150달러”...사우디 ‘역할론’도 확대,World
136,'드문 통과' 사우디 원유 등 호르무즈 지나,World
137,[이슈톺] 미군 피해에 전쟁 비용까지...격화하는 '반트럼프' 움직임,World
138,"2600만 구독 中 '입시 전략가' 사망에…""가난한 학생 희망"" 수험생 애도 물결",World
139,"""사우디 원유, 호르무즈 통과 후 파키스탄으로""",World
140,“쓰레기장 안 돼” 베센트도 우려한 사모대출...재무부 직접 나섰다,World
141,"월가, '타코' 신호 포착…트럼프, 이란 전쟁도 물러설까",World
142,"450kg '우라늄' 탈취 나서나…트럼프, 지상군 투입카드 '만지작'",World
143,"""협상 잘 진행"" 트럼프, 인터뷰에서는 '하르그섬 점령' 언급[미국-이란 전쟁]",World
144,"이스라엘, 예루살렘 미사 금지했다가 논란일자 급히 시정(종합)",World
145,"4,500억 '미군의 눈' 박살났다...뻥 뚫린 방공망에 전략자산 잿더미",World
146,'유가 150달러로 급등' 홍해·호르무즈 '쌍방 봉쇄' 시,World
147,"美, 러 유조선 쿠바행 용인…트럼프 ""생존해야 하니 상관없어""(종합)",World
148,"트럼프 ""이란, 15개 항목 대부분 수용… 정권교체 이미 이뤄져""",World
149,호르무즈 이어 홍해까지 위협…국제유가 급등·亞증시 하락,World
150,"우크라 외무 ""美 군사 원조, 중동 등 타 지역 전용 안될 것""",World
151,"미군 5만명 집결…""이라크전의 20% 수준, 이란 점령 불가능""",World
152,"獨라인메탈 CEO ""우크라 드론 레고 수준…주부들 부엌서 만들어""",World
153,"美석학 로고프 ""달러 무기화에 中·유럽 '통화 해방' 속도""",World
154,"트럼프 ""이란 석유 원해"" 요동친 국제유가…美 지상작전 임박했나(종합)",World
155,"파키스탄 ""며칠 내 美·이란 회담""…호르무즈 통행료도 논의",World
156,"""수세기 만의 초유 사태""…예루살렘 성지 봉쇄, 추기경도 막아",World
157,"“우크라 드론, 레고 수준”... 독일 최대 방산업체 CEO 발언 뭇매",World
158,후티 참전에 국제 유가 요동...브렌트유 115달러로 급등,World
159,"""할 수 있었잖아""…비싸다 욕 먹던 '11만원' 오타니 컵, 혜택 '확' 달라졌다",World
160,"[르포] 에어차이나, 베이징-평양 직항 재개…첫 탑승객은 10여명뿐",World
161,트럼프 “이란과 협상 극도로 잘돼…꽤 조기에 합의할 수도”,World
162,"트럼프 “아마도 합의하게 될 것” 협상 띄우지만…美, 이란 우라늄 회수 지상전 검토",World
163,"중동 미군 1만 증파해 5만 집결…""전면적 지상전엔 턱없이 부족""",World
164,"미 국방, 전쟁하며 '예수 이름으로'…위헌·규범 파괴 논란 확산",World
165,유가 급등 중인데…우크라 연이어 러 정유시설 콕 집어 공격하는 이유 [핫이슈],World
166,'중동 불안'에 日금융시장 출렁…닛케이 5% 급락·엔/달러 160엔(종합),World
167,트럼프 “이란 석유 원해… 하르그섬 점령도 검토”,World
168,"트럼프 ""꽤 조기 합의""...이란·레바논 사망자 3천 명",World
169,"트럼프 ""이란, 30일부터 유조선 20척 호르무즈 해협 통과 허용키로…협상 극도로 잘하고 있어 조기에 합의할 것""",World
170,"""4500억짜리 조기경보기가..."" 이란 급습에 두 동강 난 'E-3' [Y녹취록]",World
171,"""걸프전보다 더 무섭다"" 3월 유가 51% 폭등·금값 15% 추락…금융시장 '혼란'",World
172,트럼프 ‘가장 위험한 도박’…이란 땅속 우라늄 직접 뺏는다[美-이란 전쟁],World
173,"""쿠르드 민병대로 이란 전복""…모사드 수년 기획 공염불 된 전말",World
174,이스라엘 공업지대에 이란 미사일…레바논에 완충지대 확장 지시,World
175,"트럼프, 이란 우라늄 450kg 반출 군사작전 검토",World
176,"""통행료 내고 지나가라"" 이란 손 들어준 4개국...전 세계 에너지 공급망 '비상'",World
177,"트럼프 ""이란 석유 가져오고 싶다… 하르그섬 점령도 검토""",World
178,"‘親이란’ 후티까지 참전, 유가쇼크 亞 넘어 유럽으로…“디젤·LNG 확보 초비상”",World
179,후티 반군 공식 참전에 이란전 위기↑…국제유가·원자재값 '요동',World
180,美지상군 하르그 아니라 '이곳' 주목,World
181,"원자바오, 베이징 시내에 깜짝 등장…외부 노출 빈도 늘어",World
182,"이스라엘군, 이란 주요 군수 시설 타격 거의 마쳐",World
183,“기가 차서 배부르네” 논란의 상하이 디즈니랜드 10주년 ‘생일 음식’ [여기는 중국],World
184,"중국, 일본 구축함 '미 토마호크 장착'에 긴장…""안보 위협""",World
185,"트럼프 ""내 바람은 이란 석유 접수""…하르그섬 점령 시사",World
186,美 금리 인상 현실화되나…이란발 고물가에 '역주행 공포',World
187,"美, 러시아산 석유 쿠바 공급 용인…전력난 완화할 듯",World
188,"""쏠수록 끝 보인다""⋯중동 전쟁, 남은 탄약이 변수",World
189,트럼프 책사 배넌 '지상전? 글쎄',World
190,이란 점령엔 ‘0’ 하나 부족한 미군…5만명으론 지상전 꿈도 못 꾼다,World
191,"푸틴에 뒤통수 맞은 트럼프…“이란, 러 덕분에 4500억짜리 ‘미국의 눈’ 박살” [핫이슈]",World
192,중동 주둔하는 미군 5만명 돌파…이란 전면 침공하기엔 부족,World
193,"트럼프 ""하르그섬 점령 가능…베네수처럼 이란 석유 접수 원해""",World
194,"미 지상군 투입 때 어디 치나...“이란 호르무즈 7개 섬, 공격 가치 더 높아”",World
195,"레바논 작전 재개한 이스라엘, 또 유엔군 공격",World
196,"이란, 지상전 징후에 항전 의지…발빼는 美부통령?",World
197,이란 1000발·미국 토마호크 2000발…‘정밀 교란’으로 길어지는 교전,World
198,"이란戰 장기화에 마가 분열 가속…유력인사들, 지상전 경고",World
199,"""7500명 이란에 집결""...美 지상전 움직임은 압박용? [Y녹취록]",World
200,지상전 우려 확대‥홍해마저 '봉쇄 위기',World
201,"美, 쿠바 석유 봉쇄 깜짝 완화…러시아 유조선 한 척 진입 중",World
202,"미국, '평화·종전' 말하지만...""이란 7개 섬 지상전 가능성""",World
203,이스라엘 공업지대에 이란 미사일…레바논에 완충지대 확장 지시,World
204,"이집트, 유가폭등에 밤 9시 영업종료 지시.. 카이로 철야 영업 타격",World
205,"[속보] 트럼프 “미군, 이란 석유 수출 허브 하르그섬 점령 가능”",World
206,"파키스탄, 아랍 4개국 회담 개최 등 이란전쟁 중재자 부상 배경은?",World
207,중동 배치 미군 5만명…군사 전문가들 “이란 전면전엔 역부족”,World
208,이스라엘에 미사일 발사…후티 참전에 국제유가 다시 급등,World
209,"""이란 전면 침공전엔 부족""…중동 내 미군 이제 5만 명",World
210,"中, 日구축함 '美토마호크 장착'에 긴장…""안보 위협""",World
211,"[속보] 트럼프 ""미군, 이란 석유 수출 허브 하르그섬 점령 가능""",World
212,"美 정부, 러시아 유조선 쿠바행 용인…31일 도착 전망",World
213,"해병대 집결, 중동 내 미군 ‘5만명’ 돌파…이란 전면 침공 가능?",World
214,"밴스 美부통령 ""이란 거세가 목적""…유가 급등엔 선 그어",World
215,[월드앤이슈] 미·이란 대면협상 안갯속…군사적 긴장감 격화,World
216,트럼프 별장 부근에 민항기 출현… 전투기 출격해 쫓아내,World
217,"""홍콩 여행 갔다 징역형 살 수도""…모르고 있다간 큰일 나는 '안보법'",World
218,후티 참전에 브렌트유 115달러로 급등,World
219,"이란 급습에 미 '4,500억원' 제트기 파괴…사우디 미군기지 피격",World
220,미군의 굴욕…박살 난 '4500억' E-3 센트리 조기경보기 공개,World
221,NYT “중동 내 미군 5만 명…이란 전면 침공전엔 부족”,World
222,중동 내 미군 이제 5만명…이란 전면 침공전엔 부족,World
223,CNN “美 지상군 투입시 하르그섬보다 호르무즈 방어선 7개섬 우선 공략될 수도”,World
224,이란 의회 의장 “美 지상군 도착하면 불태울 것”,World
225,[중동전쟁] “호르무즈 해협 ‘톨게이트 통행료’ 30억 현실화”,World
226,"유조선 반드시 지나간다...미 지상군, 호르무즈 투입 핵심 거점은?",World
227,‘친트럼프’ 게이츠·베넌마저···이란 지상전에 ‘신중론’,World
228,"""호르무즈 7개 섬 공략 가능성""...美 '지상군 투입' 시나리오 [Y녹취록]",World
229,"미국 철수 언급에 놀란 네타냐후...""전쟁 근본적으로 바꾸겠다"" 선언 [지금이뉴스]",World
230,[자막뉴스] 데이터 분석해보니...이란 상황 '악화일로',World
231,"태국, 이란 호르무즈 해협 통과 합의…인도네시아도 협상 중",World
232,푸틴의 한 수...美 ‘앞마당’ 쿠바에 유조선 보냈다[이태규의 워싱턴 플레이북],World
233,"美 4천500억원 '하늘의 눈', 이란 미사일에 당했다",World
234,"이란 강경파, 핵확산금지조약 탈퇴 주장…대학 연구시설 폭격에 분노",World
235,"트럼프, 이란戰 와중 목사 편지 공개…“당신은 평화의 사람”[1일1트]",World
236,"미 지상군 투입 시나리오 보니…""호르무즈 방어선 7개섬 주목""",World
237,"[뉴스특보] 미 지상군 7개섬 투입 주목…이란 ""불태울 작정""",World
238,[자막뉴스] 이슬람 국가들도 가세...호르무즈 통행료 '급물살',World
239,[중동전쟁] 이란 “미군 지상 도착 목 빠지게 기다려…그들을 불태울 것”,World
240,"트럼프·밴스, 평화·종전 언급...""이란 7개 섬에서 지상전 가능성""",World
241,"""곧 철수"" 출구 찾는 미국…이란은 '해협 통제' 강경 조건",World
242,전쟁 판 뒤집을 변수…미군 지상전 시나리오,World
243,"美정부, 러시아 유조선 쿠바행 용인…이달말 도착 전망",World
244,"[부자들의 투자노트] 블랙록 ""어떤 헤지수단도 존재하지 않아""",World
245,독 라인메탈 CEO “우크라 드론은 레고 수준”…비판 일자 사과,World
246,"네타냐후 “레바논 공격 확대해 완충지대 넓히도록 지시""",World
247,"트럼프 행정부, 러시아 유조선 쿠바행 용인...이달 말 도착 전망",World
248,"인도적 위기 쿠바에 美, 러시아 유조선 입항 용인",World
249,"“美 국방부, 몇주간 이란 내 지상작전 준비중…수개월 걸릴 수도”",World
250,"""돈줄 끊어라"" 우크라, 러시아 석유저장시설 공격",World
251,"미군 3500명 중동 도착…이란 ""미군 상어밥 만들 것""",World
252,이슬람 4개국 회담…호르무즈 통행료 징수 방식 통과 논의,World
253,"이란, 지상전 징후에 항전 의지…발빼는 美부통령?",World
254,미 보수 심장부도 '이란 지상전' 반대...트럼프 지지층 분열 조짐,World
255,"[마켓 브리핑] 트럼프, 연일 이란 협상 발언 뒤 잇단 확전 신호",World
256,[스타트 브리핑] 홍해 항로도 봉쇄 위기...에너지 수급난·물류 위기 '겹악재',World
257,"이란, 협상 조건 '호르무즈 통행료' 제안…""미 지상군 불태우겠다""",World
258,"미국, 호르무즈 인근 이란 항구도시 기습 공격…이란 “미군 불태우겠다”",World
259,"""미국, 지상 작전 준비 중""…이란 전쟁 확전·협상 분수령",World
260,"'친 트럼프' 중량급 맷 게이츠·배넌, 보수행사서 지상전 신중론",World
261,"""미증시는 트럼프 TACO에 베팅""- 야후 파이낸스",World
262,"트럼프·밴스, 평화·종전 언급...""이란 7개 섬에서 지상전 가능성""",World
263,‘큰 그림’ 없고 닻은 부러졌다··· 트럼프의 허술한 출구전략,World
264,"홍해까지 막히면 ""유가 150달러""…세계 경제 '긴장'",World
265,파리 부자들의 격노...자전거 타고 등장한 신임 시장의 정체 [목수정의 바스티유 광장],World
266,"'친 트럼프' 게이츠·배넌, 이란 지상전에 신중론",World
267,이란 급습에…4천500억 원짜리 '미국의 눈' 당했다,World
268,미 지상전 장소 “호르무즈 7개 섬 유력”…아치형 핵심 요충지,World
269,"""美 지상군, 하르그섬보다 호르무즈 7개섬 공격할 가능성 높아""",World
270,"이란 보수 매체, 종전 협상 조건으로 미군 철수·호르무즈 통행료 등 9개 항목 제시",World
271,美 상륙작전? 호르무즈 해협 이란의 ‘가라앉지 않는 항공모함’ 7개섬 초점,World
272,[증시전략] 美 병력증파·후티 참전에 중동정세 '소용돌이'…시장은?,World
273,"이번주가 중대 고비…앤디김 ""지상전 너무 위험""",World
274,"'親트럼프' 중량급 맷 게이츠·배넌, 보수행사서 지상전 신중론",World
275,"중동 집결한 미군‥부통령은 ""곧 종전"" 딴소리",World
276,"이란, 사우디 공격에 4500억원짜리 미 조기경보기 파괴",World
277,"궁지에 몰린 이란, ‘드론 사용법’ 과외 교사된 러시아",World
278,[외신 헤드라인] 중동 사태로 헬륨 '비상'…반도체 생산 직격타,World
279,"이란 매체, 美에 9개 조건 제시...“호르무즈 선박에 새 경제 시행”",World
280,"예멘 후티 반군, 공식 참전 선언…호르무즈 이어 홍해도 막히나",World
281,"공업지대 피격, 유해 화학물질 유출…이슬람 4개국 회담",World
282,"후티 참전 선언했는데…홍해서 불난 美포드 항모, 크로아티아서 수리",World
283,'이란 동맹' 후티도 참전…불붙은 중동 위기에 기름 붓나,World
284,"미 전역 8백만이 외쳤다 ""반 트럼프·반 전쟁""",World
285,후티發 중동위기 격화일로…홍해 막히면 사우디 참전 가능성,World
286,이스라엘 공업지대에 이란 미사일…레바논에 완충지대 확장 지시,World
287,태국 총리 “유조선 호르무즈해협 통과 이란과 합의”,World
288,"[비즈차이나] 라부부 다음이 없다… 팝마트, ‘IP 확장’으로 승부수",World
289,"NYT ""우크라이나, 미국의 안전 보장 늦어지자 중동과 드론 외교로 10년간 방위 협정""",World
290,"확전인가 종전인가...갈림길 선 중동전쟁, 시장은 불안감 증폭[글로벌 모닝 브리핑]",World
291,미국도 놀란 KF-21 양산 속도···UAE·사우디서 관심,World
292,“혈당 200→110으로”…아침 공복에 마신 '이 차' 당뇨 확 떨어뜨려,World
293,"美 이란 지상군 투입 검토에…앤디 김 ""너무 위험하다"" 반대",World
294,"xAI 공동창업자 11명, 3년만에 모두 퇴사",World
295,"트럼프·밴스, 평화·종전 언급...""이란 7개 섬에서 지상전 가능성""",World
296,"美 E-3 조기경보기, 이란서 첫 피격…""실전서 손실 처음""",World
297,후티 반군 이란 전쟁 참전…이번엔 홍해 봉쇄되나[미국-이란 전쟁],World
298,"금리 인상 우려, 암호화폐 일제 하락…비트 6만6000달러대",World
299,"이란전에도 글로벌 금융사 “美, 경기 침체 피한다”…낙관론 근거는?",World
300,"[뉴스특보] 미군 병력 중동 추가 배치…이란, 결사항전 의지",World
301,미·이란 대면협상 불발?…한달 '중동전쟁' 분수령,World
302,“이란 급습에 굴욕”…美 4500억원 ‘하늘의 눈’ 파괴됐다,World
303,"“美, 지상전 준비… 협상 결렬 땐 기습 공격 할 수도”",World
304,후티 ‘원유 10% 운송길’ 위협… 사우디 참전 땐 전선 더 확대,World
305,파키스탄·태국 “이란과 통행 합의”… ‘호르무즈 톨게이트’ 현실화하나,World
306,[단독] 트럼프 1기 참모 “전쟁 장기화… 美패트리엇 한국 복귀 어려울 것”,World
307,[글로벌 비즈 브리핑] 중동 사태 장기화…곧 반도체도 못 만든다 外,World
308,중동 외교전 가동…파키스탄서 호르무즈 해법 집중 논의,World
309,"이란, ‘호르무즈 톨게이트’ 추진… 美 “용납 못해”",World
310,"네타냐후, 협상론 와중에 “공격 계속”… 이란 ‘유일가동’ 원전 때려",World
311,"홍해 틀어쥔 후티 참전, 韓 ‘유럽 수출길’ 비상",World
312,"“美, 몇주짜리 이란 지상전 준비… 전면전 아닌 기습공격 예상”",World
313,"'드론계 엔비디아'…스워머, 중동 사태 덕에 주가 '고공행진'",World
314,구글 '터보퀀트' 쇼크…美 반도체주 1천억달러 증발,World
315,중동 사태 장기화…곧 반도체도 못 만든다,World
316,"'회당 30억?' 호르무즈 통행료 추진, 이슬람 국가들 가세",World
317,"미 지상군 투입땐 어디부터 공략?…""호르무즈 방어선 7개 섬 주목""",World
318,'동맹'도 '유엔'도 무력화… '제2 호르무즈' 리스크 번진다,World
319,트럼프 해협?… 예측 불가 '트럼프 입',World
320,"'부자아빠' ""내년에 부자될 기회…시장붕괴 노려라""",World
321,중동 전쟁 5주째 확전…후티 참전·미군 증파에 전면전 우려 고조,World
322,"이란 최고지도자 하메네이, 이라크에 감사 메시지…여전히 은둔 통치",World
323,"이스라엘, 남부 레바논 작전 확대…""헤즈볼라 로켓 위협 차단""",World
324,"""미 지상군, 호르무즈 방어선 7개 섬에 투입 가능성""",World
325,"네타냐후 ""레바논 완충지대 확대""…지상전서 헤즈볼라 사살도",World
